,College Code,College Name,Course,Type,SM,EZ,MU,BH,LA,DV,VK,BX,KU,KN,SC,ST
593,ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",Mechanical Engineering,S,46771,0,0,0,0,0,0,0,0,0,0,0
594,IES,"I E S College of Engineering, Chittilappilly.",Mechanical Engineering,S,50029,0,0,0,0,0,0,0,0,0,0,0
595,ILE,"ILM College of Engineering, Perumbavoor, Ernakulam.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
596,JBT,"Jai Bharath College of Management & Engg. Tech., Perumbavoor.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
597,JCE,"Jawaharlal College of Engineering & Technology, Ottappalam.",Mechanical Engineering,S,48007,0,0,0,0,0,0,0,0,0,0,0
598,JEC,"Jyothi Engineering College, Cheruthuruthy.",Mechanical Engineering,S,53034,0,0,0,0,0,0,0,0,0,0,0
599,JIT,"John Cox Memorial CSI Institute of Technology,",Mechanical Engineering,S,51334,0,0,0,0,0,0,0,0,0,0,0
600,KIT,"Kottayam Institute of Tech. & Science, Pallicathode, Kottayam.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
601,KMC,"KMCT College of  Engineering, Kozhikkode.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
602,KME,"K M E A Engineering College, Edathala.",Mechanical Engineering,S,38473,0,0,0,0,0,0,0,0,0,0,0
603,LMC,"Lourdes Matha College of Science and Technology, Kuttichal.",Mechanical Engineering,S,51125,0,0,0,0,0,0,0,0,0,0,0
604,MBC,"Mar Baselios Christian College of Engg. & Tech., Peermede.",Mechanical Engineering,S,51047,0,0,0,0,0,0,0,0,0,0,0
605,MBI,"Mar Baselios Institute of Technology & Science, Kothamangalam.",Mechanical Engineering,S,49501,0,0,0,0,0,0,0,0,0,0,0
606,MBT,"Mar Baselious College of Engg. & Tech., Thiruvananthapuram.",Mechanical Engineering,S,50366,0,0,0,0,0,0,0,0,0,0,0
607,MCC,"Musaliar College of Engineering, Chirayinkeezh.",Mechanical Engineering,S,52207,0,0,0,0,0,0,0,0,0,0,0
608,MCE,"Marian Engineering College, Kazhakuttom.",Mechanical Engineering,S,52902,0,0,0,0,0,0,0,0,0,0,0
609,MCK,"Musaliar College of Engineering & Tech., Pathanamthitta.",Mechanical Engineering,S,53159,0,0,0,0,0,0,0,0,0,0,0
610,MCT,"Mohandas College of Engg. & Tech., Nedumangad, TVM",Mechanical Engineering,S,52375,0,0,0,0,0,0,0,0,0,0,0
611,MEA,"M E A Engineering College, Malappuram.",Mechanical Engineering,S,52783,0,0,0,0,0,0,0,0,0,0,0
612,MEC,"Malabar College of Engineering & Tech., Wadakancherry.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
613,MEE,"MES College of Engineering & Technology, .Ernakulam.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
614,MEK,"MES Institute of Tech. & Management, Chathannoor.",Mechanical Engineering,S,49479,0,0,0,0,0,0,0,0,0,0,0
615,MES,"M E S College of Engineering, Kuttippuram.",Mechanical Engineering,S,42285,0,0,0,0,0,0,0,0,0,0,0
616,MET,"Met's School of Engineering, Mala.",Mechanical Engineering,S,47122,0,0,0,0,0,0,0,0,0,0,0
617,MGE,"MGM College of Engineering & Technology, Ernakulam",Mechanical Engineering,S,23930,0,0,0,0,0,0,0,0,0,0,0
618,MGP,"Saintgits College of Engineering, Kottayam",Mechanical Engineering,S,52487,0,0,0,0,0,0,0,0,0,0,0
619,MHP,"Ace College of Engineering, .Thiruvallam.",Mechanical Engineering,S,53229,0,0,0,0,0,0,0,0,0,0,0
620,MLM,"Mangalam College of Engineering, Ettumanoor.",Mechanical Engineering,S,52420,0,0,0,0,0,0,0,0,0,0,0
621,MLT,"Malabar Institute of Technology, Anjarakandi.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
622,MUS,"Muslim Association College of Engineering, Venjaramoodu.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
623,MUT,"Muthoot Institute of Tech. & Science, Puthencurz, Ernakulam.",Mechanical Engineering,S,52122,0,0,0,0,0,0,0,0,0,0,0
624,MZC,"Mount Zion College of Engg., Pathanamthitta.",Mechanical Engineering,S,52126,0,0,0,0,0,0,0,0,0,0,0
625,MZW,"Mount Zion Institute of Science & Tehnology, Chengannur",Mechanical Engineering,S,48299,0,0,0,0,0,0,0,0,0,0,0
626,NCE,"Nehru College of Engg. & Research Centre, Thiruvillwamala.",Mechanical Engineering,S,41071,0,0,0,0,0,0,0,0,0,0,0
627,NIE,"Nirmala College of Engineering, Chalakudy.",Mechanical Engineering,S,46326,0,0,0,0,0,0,0,0,0,0,0
628,PAA,"P A Aziz College of Engineering, Karakulam, Thiruvananthapuram",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
629,PRC,"Providence College of Engineering, Chengannur.",Mechanical Engineering,S,46288,0,0,0,0,0,0,0,0,0,0,0
630,PRS,"PRS College of Engineering & Tech., Neyyattinkara.",Mechanical Engineering,S,52499,0,0,0,0,0,0,0,0,0,0,0
631,RCE,"Royal College of Engineering & Technology, Thrissur.",Mechanical Engineering,S,50229,0,0,0,0,0,0,0,0,0,0,0
632,RET,"Rajagiri School of Engineering and Technology, Kochi.",Mechanical Engineering,S,50122,0,0,0,0,0,0,0,0,0,0,0
633,RIE,"Rajadhani Institute of Engineering & Tech., Attingal.",Mechanical Engineering,S,48628,0,0,0,0,0,0,0,0,0,0,0
634,SBC,"Sree Buddha College of Engineering, Nooranadu.",Mechanical Engineering,S,51631,0,0,0,0,0,0,0,0,0,0,0
635,SBW,"Sree Buddha College of Engineering, Elavumthitta, Pathanamthitta",Mechanical Engineering,S,51766,0,0,0,0,0,0,0,0,0,0,0
636,SCM,"SCMS School of Engg. & Tech., Ernakulam",Mechanical Engineering,S,51082,0,0,0,0,0,0,0,0,0,0,0
637,SGT,"Sadguru Swamy Nithyananda Insti. of Tech., Karsaragod",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
638,SHM,"Shahul Hameed Memorial Engineering College, Kadakkal, Kollam",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
639,SIT,"Sarabhai Institute of Science & Technology, Vellanad.",Mechanical Engineering,S,43582,0,0,0,0,0,0,0,0,0,0,0
640,SJC,"St. Josephs College of Engineering and Technology,Palai.",Mechanical Engineering,S,51584,0,0,0,0,0,0,0,0,0,0,0
641,SNC,"Sree Narayana Guru College of Engg & Technology, Payyannur.",Mechanical Engineering,S,52862,0,0,0,0,0,0,0,0,0,0,0
642,SNG,"Sree Narayana Gurukulam College of Engineering, Kolencherry.",Mechanical Engineering,S,51354,0,0,0,0,0,0,0,0,0,0,0
643,SNM,"Sree Narayana Mangalam Inst. of Mgmt. & Tech., Moothakunnam.",Mechanical Engineering,S,50572,0,0,0,0,0,0,0,0,0,0,0
644,SNP,"Sree Narayana Institute of Technology, Adoor",Mechanical Engineering,S,41000,0,0,0,0,0,0,0,0,0,0,0
645,SNT,"Sree Narayana Guru Institute of Science & Tech., N. Paravoor.",Mechanical Engineering,S,29911,0,0,0,0,0,0,0,0,0,0,0
646,SPT,"Sreepathy Institute of Management & Tech., Koottanad.",Mechanical Engineering,S,52118,0,0,0,0,0,0,0,0,0,0,0
647,STC,"St. Thomas College of Engg. & Technology, Chengannur.",Mechanical Engineering,S,51925,0,0,0,0,0,0,0,0,0,0,0
648,STI,"St. Thomas Institute of Science & Technology, Kattaikonam.",Mechanical Engineering,S,51740,0,0,0,0,0,0,0,0,0,0,0
649,STM,"St. Thomas College of Engineering & Technology,  Kannur.",Mechanical Engineering,S,48374,0,0,0,0,0,0,0,0,0,0,0
650,TCE,"Toms College of Engineering, Mattakara, Kottayam",Mechanical Engineering,S,50545,0,0,0,0,0,0,0,0,0,0,0
651,TCT,"Trinity College of Engg, Neruvamoodu, Thiruvananthapuram.",Mechanical Engineering,S,52347,0,0,0,0,0,0,0,0,0,0,0
652,TEC,"Travancore Engineering College, Oyoor, Kollam.",Mechanical Engineering,S,50516,0,0,0,0,0,0,0,0,0,0,0
653,TJE,"Thejus Engineering College, Erumapetti, Thrissur.",Mechanical Engineering,S,47386,0,0,0,0,0,0,0,0,0,0,0
654,TKI,"T K M Institute of Technology, Ezhukone, Kollam.",Mechanical Engineering,S,52087,0,0,0,0,0,0,0,0,0,0,0
655,TOC,"Toc H Institute of Science & Tech., Mulamthurutthy.",Mechanical Engineering,S,50108,0,0,0,0,0,0,0,0,0,0,0
656,UKP,"UKF College of Engineering & Tech., Parippally.",Mechanical Engineering,S,52745,0,0,0,0,0,0,0,0,0,0,0
657,UNT,"Universal Engineering College, Vallivattom, Thrissur.",Mechanical Engineering,S,52569,0,0,0,0,0,0,0,0,0,0,0
658,VAK,"Vidya Academy of Science & Technology, Kilimanoor.",Mechanical Engineering,S,51576,0,0,0,0,0,0,0,0,0,0,0
659,VAS,"Vidya Academy of Science & Technology, Thrissur.",Mechanical Engineering,S,52681,0,0,0,0,0,0,0,0,0,0,0
660,VIT,"Vijnan Institute of Science & Technology, Piravam.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
661,VJC,"Viswajyothi College of Engg. & Technology,Vazhakulam.",Mechanical Engineering,S,51311,0,0,0,0,0,0,0,0,0,0,0
662,VKE,"Valia Koonambaikulathamma College of Engg. & tech., Parippally.",Mechanical Engineering,S,48201,0,0,0,0,0,0,0,0,0,0,0
663,VML,"Vimal Jyothi Engineering College, Chemperi.",Mechanical Engineering,S,52609,0,0,0,0,0,0,0,0,0,0,0
664,VPE,"Mahaguru Institute of Technology, Mavelikkara, Alappuzha",Mechanical Engineering,S,53132,0,0,0,0,0,0,0,0,0,0,0
665,VVT,"Veda Vyasa Institute of Technology, Ponnempadam, Malappuram.",Mechanical Engineering,S,0,0,0,0,0,0,0,0,0,0,0,0
666,YCE,"Younus College of Engg. & Technology, Vadakkevila, Kollam",Mechanical Engineering,S,53089,0,0,0,0,0,0,0,0,0,0,0
667,CCV,"MGM College of Engineering and Pharmaceutical Sciences,",Mechatronics Engineering,S,45104,0,0,0,0,0,0,0,0,0,0,0
668,JEC,"Jyothi Engineering College, Cheruthuruthy.",Mechatronics Engineering,S,49112,0,0,0,0,0,0,0,0,0,0,0
669,MEC,"Malabar College of Engineering & Tech., Wadakancherry.",Mechatronics Engineering,S,36931,0,0,0,0,0,0,0,0,0,0,0
670,NCE,"Nehru College of Engg. & Research Centre, Thiruvillwamala.",Mechatronics Engineering,S,51866,0,0,0,0,0,0,0,0,0,0,0
671,NIE,"Nirmala College of Engineering, Chalakudy.",Mechatronics Engineering,S,37110,0,0,0,0,0,0,0,0,0,0,0
672,AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Metallurgical and Materials Engineering,S,50505,0,0,0,0,0,0,0,0,0,0,0
673,CKC,"Christ Knowledge City, Kuzhoor,EKM",Naval Arch. & Ship Building,S,53217,0,0,0,0,0,0,0,0,0,0,0
674,SNG,"Sree Narayana Gurukulam College of Engineering, Kolencherry.",Naval Arch. & Ship Building,S,50811,0,0,0,0,0,0,0,0,0,0,0
675,UCE,"University College of Engineering,Thodupuzha.",Polymer Engineering,N,50104,0,0,0,0,0,0,0,0,0,0,0
676,UCC,"Calicut Unity. Institute of Engineering & Tech., Tenhipalam.",Printing Technology,N,51431,0,0,0,0,0,0,0,0,0,0,0
677,TCR,"Govt. Engineering College,Thrissur.",Production Engineering,G,11542,14726,13837,12220,25653,28817,13296,0,30434,28760,48440,0
678,ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Robotics & Automation,S,51591,0,0,0,0,0,0,0,0,0,0,0
679,JEC,"Jyothi Engineering College, Cheruthuruthy.",Robotics & Automation,S,51475,0,0,0,0,0,0,0,0,0,0,0
680,MGP,"Saintgits College of Engineering, Kottayam",Robotics & Automation,S,52430,0,0,0,0,0,0,0,0,0,0,0
681,RIE,"Rajadhani Institute of Engineering & Tech., Attingal.",Robotics & Automation,S,52628,0,0,0,0,0,0,0,0,0,0,0
682,SBC,"Sree Buddha College of Engineering, Nooranadu, Padanilam,",Robotics & Automation,S,46158,48210,0,0,0,46214,51562,0,0,0,0,0
683,TOC,"Toc H Institute of Science & Tech., Mulamthurutthy.",Robotics & Automation,S,52727,0,0,0,0,0,0,0,0,0,0,0
684,EKC,"Eranad Knowledgecity Technical Campus, Cherukulam, Manjeri",Safety & Fire Engineering,S,52990,0,0,0,0,0,0,0,0,0,0,0
685,TOC,"Toc H Institute of Science & Tech., Mulamthurutthy.",Safety & Fire Engineering,S,53028,0,0,0,0,0,0,0,0,0,0,0
